-271,-285,-331,-346,-418,-440,-386,-193,80,187,134,116,67,-14,-44,-68,-150,-156,-244,-241,-336,-305,-81,154,263,268,205,223,175,85
-271,-274,-327,-339,-411,-418,-359,-190,68,173,131,116,67,-17,-44,-66,-150,-152,-240,-226,-336,-298,-77,173,257,256,198,214,177,82
-267,-270,-335,-331,-404,-404,-356,-197,62,170,124,122,70,-25,-50,-66,-150,-152,-248,-223,-333,-284,-68,184,250,253,198,220,171,82
-267,-270,-331,-324,-400,-407,-338,-190,59,161,128,132,73,-25,-50,-69,-144,-141,-244,-223,-319,-287,-76,152,247,244,198,214,177,82
-271,-267,-327,-301,-392,-393,-332,-190,59,164,122,129,84,-21,-64,-66,-147,-141,-248,-215,-319,-280,-69,166,245,253,193,214,174,85
-267,-267,-331,-305,-386,-393,-340,-204,46,161,135,141,97,-28,-64,-62,-157,-141,-256,-214,-319,-273,-49,162,245,244,193,214,174,82
-271,-270,-331,-301,-393,-396,-343,-197,56,167,131,144,97,-21,-64,-66,-147,-134,-244,-212,-312,-273,-52,163,251,256,199,220,174,82
-274,-263,-331,-309,-403,-396,-338,-161,75,176,128,151,97,-27,-67,-66,-147,-123,-244,-200,-308,-269,-69,148,251,259,199,227,181,83
-271,-263,-331,-312,-397,-396,-332,-183,62,173,138,160,106,-21,-64,-54,-137,-127,-237,-189,-305,-266,-70,137,242,250,196,220,184,82
-267,-256,-331,-301,-396,-382,-323,-175,65,173,131,157,103,-20,-67,-58,-133,-116,-233,-189,-299,-262,-85,122,238,254,203,230,188,88
-271,-259,-335,-294,-385,-386,-322,-164,68,177,138,167,113,-24,-67,-54,-137,-112,-237,-186,-296,-259,-61,144,238,244,196,227,188,86
-267,-256,-331,-294,-393,-389,-322,-161,62,183,135,166,113,-20,-67,-51,-137,-112,-233,-174,-298,-255,-54,141,242,253,196,230,184,86
-271,-263,-327,-301,-399,-386,-314,-134,81,177,138,167,116,-27,-67,-51,-137,-116,-237,-188,-298,-248,-26,163,248,251,199,227,188,95
-271,-258,-339,-301,-399,-393,-310,-139,88,181,135,173,116,-17,-64,-58,-130,-107,-229,-178,-288,-259,-53,152,255,263,203,236,198,92
-267,-256,-335,-294,-397,-396,-330,-193,46,177,141,176,120,-17,-57,-47,-130,-112,-233,-182,-295,-255,-46,159,264,272,209,239,198,88
-267,-252,-331,-309,-390,-386,-319,-164,52,177,135,177,123,-13,-61,-47,-126,-108,-229,-178,-295,-251,-36,174,267,272,209,242,194,89
-264,-262,-331,-301,-392,-386,-322,-164,65,177,145,180,127,-13,-57,-51,-126,-104,-225,-182,-288,-251,-36,166,264,266,209,245,201,96
-267,-256,-339,-301,-397,-386,-326,-168,68,189,141,173,123,-10,-61,-43,-119,-101,-222,-178,-292,-248,-50,163,271,272,212,253,205,96
-271,-259,-335,-301,-404,-393,-326,-168,65,180,145,177,127,-3,-61,-39,-119,-96,-214,-167,-287,-237,-36,166,267,275,212,248,208,96
-267,-256,-327,-294,-400,-393,-330,-193,52,183,148,189,130,0,-50,-39,-119,-97,-222,-174,-291,-233,-37,166,267,272,216,253,205,93
-267,-259,-331,-305,-397,-389,-329,-161,62,183,145,183,133,0,-50,-36,-119,-101,-210,-174,-283,-226,-5,188,264,278,212,245,205,96
-264,-259,-335,-309,-397,-393,-322,-157,68,192,148,183,127,0,-54,-32,-113,-92,-206,-163,-282,-230,-51,148,271,281,222,256,208,96
-271,-259,-339,-312,-406,-396,-325,-146,75,189,148,177,130,-7,-44,-39,-113,-93,-206,-167,-275,-230,-44,152,267,275,216,253,208,103
-271,-267,-342,-312,-406,-400,-320,-161,81,192,151,180,130,4,-27,-36,-113,-92,-203,-167,-275,-219,-38,155,261,272,222,246,208,103
-267,-270,-331,-309,-400,-400,-331,-164,78,186,154,164,113,11,-17,-32,-102,-93,-199,-167,-268,-219,-34,155,261,275,222,249,206,103
-267,-263,-328,-327,-411,-404,-324,-153,97,201,167,177,123,21,-13,-24,-106,-97,-203,-171,-277,-212,-9,174,267,275,226,249,209,107
-267,-256,-339,-316,-411,-407,-334,-142,101,204,173,180,137,21,-7,-28,-116,-104,-210,-177,-284,-212,36,214,277,275,219,246,202,96
-264,-267,-336,-309,-413,-406,-329,-124,120,213,173,186,133,21,-10,-21,-109,-104,-203,-188,-284,-222,12,207,284,275,222,246,202,103
-260,-270,-336,-312,-417,-410,-325,-117,136,211,170,185,127,17,-13,-28,-106,-101,-199,-186,-281,-230,2,192,284,281,233,245,202,103
-267,-267,-336,-331,-413,-406,-335,-135,130,215,180,185,133,17,-13,-24,-116,-116,-203,-185,-288,-219,16,225,284,275,230,236,195,107
